HOLE-ID,DIST_M,AZ_UTM,DIP
L14796,0.00,182.31,-70.00
L14796,30.48,182.31,-69.00
L14796,60.96,182.31,-70.00
L14796,88.39,182.31,-69.00
L14797,0.00,182.31,-70.00
L14797,30.48,182.31,-69.00
L14797,51.81,182.31,-69.00
L14798,0.00,182.31,-80.00
L14798,33.52,182.31,-79.00
L14799,0.00,362.31,-90.00
L148,0.00,202.14,0.00
L1480,0.00,202.14,-72.00
L14800,0.00,182.31,-80.00
L14800,32.91,182.31,-82.00
L14800,75.59,182.31,-81.00
L14801,0.00,182.31,-75.00
L14801,30.48,182.31,-74.00
L14801,52.12,182.31,-74.00
L14802,0.00,362.31,-65.00
L14802,32.91,362.31,-64.00
L14802,73.76,362.31,-63.00
L14803,0.00,182.31,-85.00
L14803,42.06,182.31,-84.00
L14803,65.83,182.31,-85.00
L14804,0.00,2.31,-90.00
L14805,0.00,182.31,-85.00
L14805,8.99,182.31,-80.00
L14805,30.48,182.31,-81.00
L14805,58.52,182.31,-80.00
L1481,0.00,22.14,72.00
L1482,0.00,202.14,-72.00
L1483,0.00,22.14,72.00
L1484,0.00,202.14,-72.00
L1485,0.00,183.14,0.00
L1486,0.00,183.14,0.00
L1487,0.00,3.14,0.00
L1488,0.00,337.14,0.00
L1489,0.00,157.14,0.00
L149,0.00,15.66,0.00
L1490,0.00,337.14,0.00
L1491,0.00,157.14,0.00
L1492,0.00,337.14,0.00
L1493,0.00,157.14,0.00
L1494,0.00,342.14,0.00
L1495,0.00,162.14,0.00
L1496,0.00,173.14,45.00
L1497,0.00,353.14,-45.00
L1498,0.00,173.14,45.00
L1499,0.00,353.14,-45.00
L15,0.00,23.14,-35.00
L150,0.00,22.14,0.00
L1500,0.00,173.14,45.00
L1501,0.00,353.14,-45.00
L1502,0.00,173.14,45.00
L1503,0.00,353.14,-45.00
L1504,0.00,173.14,45.00
L1505,0.00,353.14,-45.00
L1506,0.00,173.14,0.00
L1507,0.00,173.14,0.00
L1508,0.00,173.14,45.00
L1509,0.00,173.14,45.00
L151,0.00,22.14,0.00
L1510,0.00,173.14,45.00
L1511,0.00,204.14,-30.00
L1512,0.00,183.14,0.00
L1513,0.00,3.14,0.00
L1514,0.00,183.14,0.00
L1515,0.00,3.14,0.00
L1516,0.00,183.14,0.00
L1517,0.00,3.14,0.00
L1518,0.00,319.14,0.00
L1519,0.00,205.14,-58.00
L152,0.00,22.14,-45.00
L1520,0.00,297.64,0.00
L1521,0.00,173.14,45.00
L1522,0.00,173.14,45.00
L1523,0.00,173.14,45.00
L1524,0.00,173.14,45.00
L1525,0.00,173.14,45.00
L1526,0.00,183.14,0.00
L1527,0.00,3.14,0.00
L1528,0.00,183.14,0.00
L1528,91.44,183.14,-0.50
L1529,0.00,3.14,0.00
L153,0.00,22.14,-47.00
L1530,0.00,173.14,-25.00
L1531,0.00,173.14,-27.00
L1532,0.00,353.14,45.00
L1533,0.00,173.14,40.00
L1534,0.00,183.14,0.00
L1535,0.00,22.14,0.00
L1536,0.00,202.14,0.00
L1537,0.00,22.14,0.00
L1538,0.00,22.14,-20.00
L1539,0.00,162.14,45.00
L154,0.00,34.14,0.00
L1540,0.00,42.14,53.00
L1541,0.00,222.14,-53.00
L1542,0.00,42.14,53.00
L1543,0.00,222.14,-53.00
L1544,0.00,42.14,53.00
L1545,0.00,222.14,-53.00
L1546,0.00,42.14,53.00
L1547,0.00,222.14,-53.00
L1548,0.00,42.14,53.00
L1549,0.00,222.14,-53.00
L155,0.00,22.14,0.00
L1550,0.00,42.14,53.00
L1551,0.00,222.14,-53.00
L1552,0.00,3.14,-36.00
L1553,0.00,3.14,10.00
L1554,0.00,22.14,90.00
L1555,0.00,22.14,-90.00
L1556,0.00,202.14,-53.00
L1557,0.00,22.14,-40.00
L1558,0.00,22.14,90.00
L1559,0.00,22.14,-90.00
L156,0.00,22.14,0.00
L1560,0.00,183.14,0.00
L1561,0.00,3.14,0.00
L1562,0.00,17.14,0.00
L1563,0.00,173.14,30.00
L1564,0.00,82.14,0.00
L1565,0.00,112.14,0.00
L1566,0.00,3.14,-2.00
L1567,0.00,183.14,-2.00
L1568,0.00,82.14,0.00
L1569,0.00,81.97,0.00
L157,0.00,22.14,0.00
L1570,0.00,177.14,0.00
L1571,0.00,3.14,0.00
L1572,0.00,3.14,0.00
L1573,0.00,342.14,-50.00
L1574,0.00,162.14,50.00
L1575,0.00,342.14,-50.00
L1576,0.00,162.14,50.00
L1577,0.00,22.14,-40.00
L1578,0.00,202.14,52.00
L1579,0.00,3.14,-2.00
L158,0.00,40.14,0.00
L1580,0.00,183.14,0.00
L1581,0.00,3.14,-2.00
L1582,0.00,183.14,-2.00
L1583,0.00,3.14,-1.00
L1584,0.00,183.14,-2.00
L1585,0.00,3.14,-1.00
L1586,0.00,183.14,-2.00
L1587,0.00,3.14,0.00
L1588,0.00,183.14,-2.00
L1588,121.61,183.14,5.00
L1589,0.00,3.14,-1.00
L159,0.00,327.14,0.00
L1590,0.00,183.14,-1.00
L1591,0.00,183.14,-1.00
L1592,0.00,3.14,-1.00
L1593,0.00,183.14,-2.00
L1593,121.92,183.14,-4.00
L1594,0.00,3.14,-5.00
L1594,114.30,3.14,9.70
L1595,0.00,3.14,-3.00
L1595,106.68,3.14,9.30
L1596,0.00,183.14,-2.00
L1597,0.00,3.14,-1.00
L1598,0.00,183.14,-3.00
L1598,115.82,183.14,1.00
L1599,0.00,183.14,0.00
L16,0.00,18.56,-70.00
L160,0.00,22.14,-46.00
L1600,0.00,183.14,-1.00
L1601,0.00,3.14,-2.00
L1602,0.00,183.14,-1.00
L1603,0.00,3.14,-1.00
L1604,0.00,183.14,20.00
L1605,0.00,22.14,90.00
L1606,0.00,22.14,-90.00
L1607,0.00,151.14,-2.00
L1608,0.00,3.14,-2.00
L1609,0.00,183.14,-1.00
L161,0.00,22.14,0.00
L1610,0.00,183.14,-2.00
L1611,0.00,3.14,-4.00
L1612,0.00,183.14,-4.00
L1613,0.00,183.14,-2.00
L1614,0.00,3.14,-2.00
L1615,0.00,3.14,-3.00
L1616,0.00,183.14,-1.00
L1617,0.00,3.14,-2.00
L1618,0.00,183.14,-2.00
L1619,0.00,183.14,-2.00
L162,0.00,202.14,0.00
L1620,0.00,3.14,-1.00
L1621,0.00,183.14,-2.00
L1622,0.00,3.14,-2.00
L1623,0.00,183.14,0.00
L1624,0.00,183.14,0.00
L1625,0.00,3.14,0.00
L1626,0.00,183.14,0.00
L1627,0.00,3.14,-3.00
L1628,0.00,183.14,0.00
L1629,0.00,3.14,0.00
L163,0.00,22.14,0.00
L1630,0.00,183.14,0.00
L1631,0.00,183.14,-2.00
L1632,0.00,177.23,0.00
L1633,0.00,3.14,-16.00
L1634,0.00,3.14,-43.00
L1635,0.00,202.14,-3.00
L1636,0.00,342.14,-3.00
L1637,0.00,93.14,30.00
L1638,0.00,134.14,30.00
L1639,0.00,183.14,0.00
L164,0.00,22.14,0.00
L1640,0.00,3.14,0.00
L1641,0.00,3.14,-2.00
L1642,0.00,3.14,-2.00
L1643,0.00,183.14,-2.00
L1644,0.00,3.14,0.00
L1645,0.00,183.14,-1.00
L1646,0.00,3.14,-3.00
L1647,0.00,3.14,-3.00
L1648,0.00,183.14,-1.00
L1649,0.00,3.14,-45.00
L165,0.00,22.14,0.00
L1650,0.00,3.14,-45.00
L1650A,0.00,183.14,45.00
L1651,0.00,3.14,-3.00
L1652,0.00,183.14,0.00
L1653,0.00,3.14,-2.00
L1653,106.07,3.14,2.50
L1654,0.00,183.14,0.00
L1655,0.00,3.14,-4.00
L1655,121.31,3.14,6.50
L1656,0.00,183.14,-1.00
L1657,0.00,349.07,-2.00
L1658,0.00,350.14,-2.00
L1659,0.00,166.14,-2.00
L1659,121.92,166.14,-40.00
L166,0.00,202.14,0.00
L1660,0.00,332.14,-3.00
L1660,106.37,332.14,2.50
L1661,0.00,3.14,-2.00
L1662,0.00,183.14,0.00
L1663,0.00,3.14,-2.00
L1664,0.00,183.14,0.00
L1665,0.00,183.14,0.00
L1665,152.40,183.14,-3.00
L1666,0.00,3.14,-2.00
L1667,0.00,183.14,0.00
L1668,0.00,3.14,-2.00
L1669,0.00,3.14,-1.00
L167,0.00,22.14,0.00
L1670,0.00,183.14,0.00
L1671,0.00,3.14,-1.00
L1672,0.00,183.14,-1.00
L1673,0.00,3.14,-1.00
L1674,0.00,183.14,-1.00
L1675,0.00,14.14,-1.00
L1676,0.00,3.14,-2.00
L1677,0.00,3.14,-3.00
L1678,0.00,183.14,-1.00
L1679,0.00,183.14,-1.00
L168,0.00,22.14,0.00
L1680,0.00,3.14,-1.00
L1681,0.00,183.14,-1.00
L1682,0.00,3.14,-1.00
L1683,0.00,183.14,-2.00
L1684,0.00,3.14,-2.00
L1685,0.00,3.14,-3.00
L1686,0.00,183.14,-1.00
L1687,0.00,3.14,-4.00
L1688,0.00,183.14,-1.00
L1689,0.00,3.14,-3.00
L169,0.00,22.14,-45.00
L1690,0.00,183.14,-1.00
L1691,0.00,183.14,-2.00
L1692,0.00,3.14,-2.00
L1693,0.00,3.14,-2.00
L1694,0.00,183.14,-1.00
L1695,0.00,3.14,-2.00
L1696,0.00,183.14,-1.00
L1697,0.00,3.14,-2.00
L1698,0.00,183.14,-1.00
L1699,0.00,3.14,-3.00
L17,0.00,18.56,-50.00
L170,0.00,202.14,0.00
L1700,0.00,183.14,-2.00
L1701,0.00,183.14,-3.00
L1701,137.16,183.14,3.50
L1702,0.00,3.14,-1.00
L1703,0.00,183.14,-4.00
L1703,168.24,183.14,5.00
L1704,0.00,3.14,-1.00
L1705,0.00,183.14,-4.00
L1705,91.44,183.14,1.50
L1705,182.88,183.14,10.00
L1706,0.00,3.14,-6.00
L1706,91.44,3.14,1.50
L1706,182.88,3.14,10.00
L1707,0.00,3.14,-3.00
L1708,0.00,183.14,-1.00
L1709,0.00,3.14,-3.00
L1709,122.83,3.14,16.00
L171,0.00,22.14,-75.00
L1710,0.00,183.14,-2.00
L1710,91.74,183.14,5.00
L1711,0.00,3.14,-2.00
L1712,0.00,183.14,0.00
L1713,0.00,3.14,-2.00
L1714,0.00,183.14,0.00
L1715,0.00,3.14,-2.00
L1716,0.00,183.14,0.00
L1717,0.00,3.14,-2.00
L1718,0.00,183.14,-2.00
L1719,0.00,3.14,-4.00
L1719,115.51,3.14,8.00
L172,0.00,42.14,-1.00
L1720,0.00,3.14,-4.00
L1720,123.13,3.14,6.50
L1721,0.00,183.14,-2.00
L1722,0.00,3.14,-45.00
L1723,0.00,3.14,-45.00
L1724,0.00,3.14,-45.00
L1725,0.00,3.14,-45.00
L1726,0.00,11.14,-2.00
L1727,0.00,9.14,-3.00
L1728,0.00,27.14,0.00
L1729,0.00,183.14,-2.00
L173,0.00,22.14,-46.00
L1730,0.00,31.14,-2.00
L1731,0.00,35.14,-3.00
L1732,0.00,162.14,45.00
L1733,0.00,342.14,-45.00
L1734,0.00,162.14,45.00
L1735,0.00,342.14,-45.00
L1736,0.00,177.14,-2.00
L1737,0.00,183.14,64.00
L1738,0.00,183.14,45.00
L1739,0.00,3.14,-45.00
L174,0.00,39.14,0.00
L1740,0.00,3.14,-45.00
L1741,0.00,22.14,0.00
L1742,0.00,202.14,40.00
L1746,0.00,173.14,-2.00
L1747,0.00,353.14,-1.00
L1748,0.00,173.14,-2.00
L1749,0.00,353.14,-1.00
L175,0.00,22.14,-41.00
L1750,0.00,173.14,-2.00
L1751,0.00,353.14,-2.00
L1752,0.00,173.14,-2.00
L1753,0.00,353.14,-1.00
L1754,0.00,183.14,0.00
L1755,0.00,183.14,42.00
L1756,0.00,183.14,65.00
L1757,0.00,183.14,-30.00
L1758,0.00,183.14,0.00
L1759,0.00,183.14,40.00
L176,0.00,22.14,-27.00
L1760,0.00,183.14,70.00
L1761,0.00,183.14,0.00
L1762,0.00,183.14,32.00
L1763,0.00,183.14,60.00
L1764,0.00,183.14,-20.00
L1765,0.00,183.14,0.00
L1766,0.00,183.14,27.00
L1767,0.00,183.14,55.00
L1768,0.00,183.14,0.00
L1769,0.00,3.14,0.00
L177,0.00,22.14,-40.00
L1770,0.00,183.14,0.00
L1771,0.00,3.14,0.00
L1772,0.00,183.14,0.00
L1773,0.00,3.14,0.00
L1774,0.00,3.14,-3.00
L1774,106.68,3.14,2.70
L1775,0.00,183.14,-2.00
L1776,0.00,3.14,0.00
L1777,0.00,183.14,0.00
L1778,0.00,3.14,0.00
L1779,0.00,3.14,0.00
L178,0.00,22.14,-90.00
L1780,0.00,183.14,0.00
L1781,0.00,3.14,-2.00
L1782,0.00,183.14,-2.00
L1783,0.00,202.14,10.00
L1784,0.00,183.14,0.00
L1785,0.00,62.14,-69.00
L1786,0.00,183.14,-2.00
L1787,0.00,3.14,-2.00
L1788,0.00,3.14,-1.00
L1789,0.00,183.14,-2.00
L1789,136.55,183.14,-1.50
L179,0.00,202.14,-56.00
L1790,0.00,183.14,70.00
L1791,0.00,183.14,70.00
L1792,0.00,183.14,70.00
L1793,0.00,258.14,-3.00
L1793,112.16,258.14,1.00
L1794,0.00,202.14,78.00
L1795,0.00,22.14,-78.00
L1796,0.00,202.14,78.00
L1797,0.00,22.14,-78.00
L1798,0.00,202.14,78.00
L1799,0.00,22.14,-78.00
L18,0.00,3.14,-33.00
L180,0.00,22.14,-90.00
L1800,0.00,202.14,66.00
L1801,0.00,202.14,31.00
L1802,0.00,188.14,0.00
L1803,0.00,178.14,0.00
L1804,0.00,183.14,0.00
L1804,85.34,183.14,3.00
L1805,0.00,202.14,0.00
L1805,89.91,202.14,2.00
L1806,0.00,342.14,-1.00
L1807,0.00,202.14,-5.00
L1807,76.20,202.14,-1.00
L1807,160.02,202.14,4.00
L1808,0.00,342.14,-1.00
L1809,0.00,3.14,-10.00
L1809,91.44,3.14,-1.50
L1809,167.64,3.14,4.50
L181,0.00,22.14,-55.00
L1810,0.00,183.14,-10.00
L1810,76.20,183.14,-5.00
L1810,160.02,183.14,0.70
L1810,228.60,183.14,2.30
L1810,320.04,183.14,4.50
L1811,0.00,202.14,-80.00
L1812,0.00,22.14,-90.00
L1813,0.00,202.14,-10.00
L1813,106.68,202.14,-21.00
L1813,212.75,202.14,-16.00
L1814,0.00,22.14,-50.00
L1815,0.00,342.14,-2.00
L1815,92.65,342.14,3.00
L1816,0.00,202.14,-5.00
L1816,198.12,202.14,1.00
L1817,0.00,3.14,-10.00
L1817,76.20,3.14,-2.70
L1817,160.02,3.14,3.70
L1818,0.00,202.14,45.00
L1819,0.00,202.14,0.00
L182,0.00,22.14,0.00
L1820,0.00,202.14,-28.00
L1821,0.00,353.14,-15.00
L1821A,0.00,173.14,50.00
L1822,0.00,353.14,-47.00
L1823,0.00,353.14,-77.00
L1824,0.00,3.14,-10.00
L1824,91.44,3.14,-3.00
L1824,182.88,3.14,7.50
L1825,0.00,202.14,-2.00
L1826,0.00,3.14,-1.00
L1827,0.00,183.14,0.00
L1828,0.00,3.14,-1.00
L1829,0.00,183.14,0.00
L183,0.00,22.14,40.00
L1830,0.00,3.14,-1.00
L1831,0.00,329.14,-43.00
L1832,0.00,149.14,-86.00
L1833,0.00,329.14,-68.00
L1834,0.00,329.14,-30.00
L1835,0.00,329.14,-83.00
L1836,0.00,202.14,0.00
L1837,0.00,342.14,-3.00
L1838,0.00,202.14,-3.00
L1839,0.00,342.14,-2.00
L184,0.00,22.14,55.00
L1840,0.00,342.14,15.00
L1841,0.00,342.14,-3.00
L1842,0.00,202.14,-3.00
L1843,0.00,22.14,-35.00
L1844,0.00,22.14,-70.00
L1845,0.00,7.14,-35.00
L1846,0.00,7.14,-70.00
L1847,0.00,199.14,0.00
L1848,0.00,10.14,-84.00
L1849,0.00,22.14,-90.00
L185,0.00,202.14,55.00
L1850,0.00,22.14,-90.00
L1851,0.00,22.14,0.00
L1852,0.00,158.14,0.00
L1853,0.00,185.14,-1.00
L1854,0.00,223.14,-1.00
L1855,0.00,22.14,-2.00
L1856,0.00,8.14,-3.00
L1857,0.00,183.14,51.00
L1858,0.00,183.14,23.00
L1859,0.00,209.14,-12.00
L186,0.00,202.14,40.00
L1860,0.00,183.14,0.00
L1861,0.00,3.14,0.00
L1862,0.00,183.14,0.00
L1863,0.00,3.14,0.00
L1864,0.00,183.14,0.00
L1865,0.00,3.14,0.00
L1866,0.00,183.14,0.00
L1867,0.00,209.14,45.00
L1868,0.00,209.14,-30.00
L1869,0.00,22.14,-60.00
L187,0.00,202.14,-55.00
L1870,0.00,22.14,-90.00
L1871,0.00,202.14,-68.00
L1872,0.00,22.14,90.00
L1873,0.00,326.14,-60.00
L1874,0.00,22.14,-90.00
L1875,0.00,146.14,-70.00
L1876,0.00,3.14,-40.00
L1877,0.00,3.14,-46.00
L1878,0.00,3.14,-81.00
L1879,0.00,183.14,40.00
L188,0.00,22.14,90.00
L1880,0.00,202.14,-3.00
L1881,0.00,342.14,-3.00
L1882,0.00,3.14,-2.00
L1883,0.00,3.14,-2.00
L1884,0.00,183.14,-1.00
L1885,0.00,3.14,-2.00
L1886,0.00,183.14,0.00
L1887,0.00,3.14,-2.00
L1888,0.00,183.14,-1.00
L1889,0.00,162.14,-9.00
L1889,76.20,162.14,-4.00
L1889,152.40,162.14,0.00
L1889,228.60,162.14,1.00
L189,0.00,202.14,0.00
L1890,0.00,22.14,90.00
L1891,0.00,183.14,60.00
L1892,0.00,183.14,73.00
L1893,0.00,183.14,45.00
L1894,0.00,183.14,75.00
L1895,0.00,183.14,73.00
L1896,0.00,22.14,90.00
L1897,0.00,183.14,73.00
L1898,0.00,22.14,-90.00
L1899,0.00,22.14,-90.00
L19,0.00,22.14,-90.00
L190,0.00,22.14,-55.00
L1900,0.00,22.14,-90.00
L1901,0.00,202.14,52.00
L1902,0.00,202.14,24.00
L1903,0.00,202.14,0.00
L1904,0.00,22.14,-38.00
L1905,0.00,29.14,-28.00
L1906,0.00,3.14,38.00
L1907,0.00,3.14,0.00
L1908,0.00,347.64,0.00
L1909,0.00,184.14,10.00
L191,0.00,22.14,45.00
L1910,0.00,202.14,-40.00
L1911,0.00,202.14,-72.00
L1912,0.00,234.14,0.00
L1913,0.00,3.14,-1.00
L1914,0.00,3.14,-1.00
L1915,0.00,183.14,0.00
L1916,0.00,183.14,0.00
L1917,0.00,183.14,-1.00
L1918,0.00,3.14,-2.00
L1919,0.00,183.14,0.00
L192,0.00,202.14,45.00
L1920,0.00,3.14,0.00
L1921,0.00,183.14,0.00
L1922,0.00,3.14,-1.00
L1923,0.00,183.14,0.00
L1924,0.00,3.14,-2.00
L1925,0.00,183.14,0.00
L1926,0.00,3.14,-2.00
L1927,0.00,183.14,0.00
L1928,0.00,3.14,0.00
L1929,0.00,183.14,-2.00
L193,0.00,22.14,90.00
L1930,0.00,183.14,0.00
L1931,0.00,183.14,19.00
L1932,0.00,183.14,40.00
L1933,0.00,3.14,0.00
L1934,0.00,183.14,-3.00
L1934,109.42,183.14,11.00
L1935,0.00,3.14,-1.00
L1936,0.00,183.14,-1.00
L1937,0.00,3.14,-1.00
L1938,0.00,183.14,-2.00
L1939,0.00,3.14,-2.00
L194,0.00,183.14,0.00
L1940,0.00,183.14,-2.00
L1941,0.00,183.14,-2.00
L1942,0.00,3.14,-23.00
L1943,0.00,3.14,-45.00
L1944,0.00,3.14,-45.00
L1945,0.00,3.14,-60.00
L1946,0.00,183.14,47.00
L1947,0.00,3.14,-40.00
L1948,0.00,183.14,60.00
L1949,0.00,183.14,30.00
L195,0.00,152.14,0.00
L1950,0.00,183.14,30.00
L1951,0.00,3.14,45.00
L1952,0.00,183.14,30.00
L1953,0.00,3.14,-45.00
L1954,0.00,3.14,-45.00
L1955,0.00,3.14,-45.00
L1956,0.00,3.14,-45.00
L1957,0.00,183.14,-3.00
L1958,0.00,3.14,-3.00
L1959,0.00,202.14,-8.00
L1959,106.68,202.14,-6.50
L196,0.00,202.14,-45.00
L1960,0.00,22.14,-3.00
L1961,0.00,183.14,-1.00
L1962,0.00,342.14,-1.00
L1963,0.00,183.14,-1.00
L1964,0.00,342.14,-1.00
L1965,0.00,183.14,-2.00
L1966,0.00,3.14,-3.00
L1967,0.00,183.14,-2.00
L1968,0.00,3.14,-3.00
L1969,0.00,183.14,-3.00
L197,0.00,22.14,-90.00
L1970,0.00,3.14,-1.00
L1971,0.00,183.14,-3.00
L1972,0.00,3.14,-2.00
L1973,0.00,183.14,-3.00
L1973,103.02,183.14,0.00
L1974,0.00,3.14,-2.00
L1975,0.00,183.14,-3.00
L1975,97.23,183.14,0.00
L1976,0.00,3.14,-3.00
L1977,0.00,183.14,-3.00
L1977,106.07,183.14,1.50
L1978,0.00,3.14,-2.00
L1979,0.00,3.14,-3.00
L198,0.00,22.14,-45.00
L1980,0.00,183.14,-3.00
L1980,106.68,183.14,0.00
L1981,0.00,3.14,-3.00
L1981,109.11,3.14,1.00
L1982,0.00,183.14,-3.00
L1982,92.32,183.14,-1.00
L1983,0.00,3.14,-3.00
L1984,0.00,183.14,-2.00
L1984,91.44,183.14,1.50
L1985,0.00,3.14,-4.00
L1986,0.00,183.14,-2.00
L1987,0.00,3.14,-1.00
L1988,0.00,183.14,-1.00
L1989,0.00,354.79,-6.00
L1989,91.44,354.79,7.00
L1989,184.09,354.79,16.50
L199,0.00,22.14,40.00
L1990,0.00,302.54,-8.00
L1990,91.44,302.54,7.00
L1990,182.88,302.54,23.00
L1990,243.84,302.54,31.50
L1990,298.70,302.54,34.00
L1991,0.00,3.14,-2.00
L1992,0.00,3.14,-2.00
L1993,0.00,3.14,-4.00
L1993,110.33,3.14,11.00
L1994,0.00,183.14,-2.00
L1995,0.00,3.14,-4.00
L1995,109.42,3.14,4.00
L1996,0.00,183.14,-2.00
L1997,0.00,183.14,-4.00
L1997,103.63,183.14,7.50
L1998,0.00,3.14,-1.00
L1999,0.00,183.14,-4.00
L2,0.00,27.14,-75.00
L20,0.00,6.14,-58.00
L200,0.00,22.14,-90.00
L2000,0.00,3.14,-2.00
L2001,0.00,174.79,-3.00
L2002,0.00,174.79,-4.00
L2002,107.28,174.79,-7.00
L2003,0.00,354.79,-25.00
L2003,60.96,354.79,-23.00
L2003,121.92,354.79,-18.00
L2003,182.88,354.79,-12.00
L2003,243.84,354.79,-6.00
L2003,304.80,354.79,0.00
L2003,335.28,354.79,4.00
L2004,0.00,3.14,-3.00
L2005,0.00,183.14,-2.00
L2006,0.00,3.14,-1.00
L2007,0.00,183.14,-2.00
L2008,0.00,202.14,-8.00
L2008,91.44,202.14,-8.00
L2008,182.88,202.14,-7.00
L2008,304.80,202.14,-1.00
L2009,0.00,3.14,-12.00
L2009,91.44,3.14,-2.50
L2009,182.88,3.14,4.50
L2009,303.27,3.14,10.50
L201,0.00,22.14,-45.00
L2010,0.00,3.14,-2.00
L2011,0.00,3.14,-2.00
L2012,0.00,183.14,-2.00
L2013,0.00,3.14,-17.00
L2014,0.00,3.14,-35.00
L2015,0.00,183.14,-2.00
L2016,0.00,3.14,-2.00
L2017,0.00,183.14,-2.00
L2018,0.00,3.14,-2.00
L2019,0.00,183.14,-2.00
L202,0.00,22.14,0.00
L2020,0.00,3.14,-2.00
L2021,0.00,22.14,-29.00
L2022,0.00,22.14,-48.00
L2023,0.00,183.14,17.00
L2024,0.00,183.14,55.00
L2025,0.00,183.14,50.00
L2026,0.00,3.14,-4.00
L2026,91.44,3.14,1.50
L2027,0.00,22.14,-25.00
L2028,0.00,22.14,-22.00
L2029,0.00,22.14,-45.00
L203,0.00,22.14,45.00
L2030,0.00,22.14,-22.00
L2031,0.00,22.14,-42.00
L2032,0.00,22.14,90.00
L2033,0.00,22.14,-90.00
L2034,0.00,22.14,90.00
L2035,0.00,22.14,-90.00
L2036,0.00,22.14,90.00
L2037,0.00,22.14,-90.00
L2038,0.00,22.14,-60.00
L2039,0.00,22.14,-88.00
L204,0.00,22.14,90.00
L2040,0.00,22.14,-68.00
L2041,0.00,3.14,-40.00
L2042,0.00,3.14,-40.00
L2043,0.00,3.14,-40.00
L2044,0.00,183.14,40.00
L2045,0.00,3.14,-40.00
L2046,0.00,3.14,-40.00
L2047,0.00,160.14,-1.00
L2048,0.00,185.14,-2.00
L2048,107.59,185.14,-0.50
L2049,0.00,160.14,-1.00
L205,0.00,202.14,45.00
L2050,0.00,183.14,45.00
L2051,0.00,183.14,45.00
L2052,0.00,183.14,45.00
L2053,0.00,183.14,66.00
L2054,0.00,183.14,45.00
L2055,0.00,3.14,-45.00
L2056,0.00,183.14,45.00
L2057,0.00,3.14,-45.00
L2058,0.00,3.14,-45.00
L2059,0.00,3.14,-60.00
L206,0.00,202.14,0.00
L2060,0.00,3.14,-45.00
L2061,0.00,3.14,-3.00
L2062,0.00,183.14,-1.00
L2063,0.00,3.14,-3.00
L2064,0.00,183.14,-1.00
L2065,0.00,22.14,-35.00
L2066,0.00,183.14,-1.00
L2067,0.00,3.14,-2.00
L2068,0.00,3.14,-55.00
L2069,0.00,3.14,-45.00
L207,0.00,202.14,-45.00
L2070,0.00,183.14,45.00
L2071,0.00,3.14,-45.00
L2072,0.00,183.14,45.00
L2073,0.00,3.14,-45.00
L2074,0.00,183.14,45.00
L2075,0.00,3.14,-45.00
L2076,0.00,3.14,-28.00
L2077,0.00,183.14,53.00
L2078,0.00,3.14,-45.00
L2079,0.00,183.14,45.00
L208,0.00,22.14,90.00
L2080,0.00,183.14,-2.00
L2081,0.00,3.14,-3.00
L2082,0.00,22.14,90.00
L2083,0.00,22.14,90.00
L2084,0.00,183.14,60.00
L2085,0.00,3.14,-45.00
L2086,0.00,3.14,-45.00
L2087,0.00,3.14,-45.00
L2088,0.00,3.14,-45.00
L2089,0.00,3.14,-45.00
L209,0.00,202.14,45.00
L2090,0.00,183.14,45.00
L2091,0.00,3.14,-2.00
L2092,0.00,183.14,-2.00
L2093,0.00,3.14,-2.00
L2094,0.00,183.14,-2.00
L2095,0.00,3.14,-4.00
L2096,0.00,183.14,-2.00
L2097,0.00,3.14,-2.00
L2098,0.00,183.14,-2.00
L2099,0.00,3.14,-3.00
L21,0.00,16.14,-45.00
L210,0.00,162.14,0.00
L2100,0.00,202.14,78.00
L2101,0.00,3.14,-1.00
L2102,0.00,183.14,-1.00
L2103,0.00,183.14,-2.00
L2104,0.00,3.14,-2.00
L2105,0.00,183.14,-1.00
L2106,0.00,3.14,-1.00
L2107,0.00,22.14,-25.00
L2108,0.00,22.14,-38.00
L2109,0.00,17.14,-25.00
L211,0.00,22.14,0.00
L2110,0.00,3.14,-2.00
L2111,0.00,183.14,-2.00
L2112,0.00,183.14,-2.00
L2113,0.00,3.14,-2.00
L2114,0.00,183.14,-2.00
L2115,0.00,3.14,-2.00
L2116,0.00,3.14,-43.00
L2117,0.00,183.14,43.00
L2118,0.00,3.14,-43.00
L2119,0.00,183.14,43.00
L212,0.00,202.14,0.00
L2120,0.00,3.14,-43.00
L2121,0.00,183.14,43.00
L2122,0.00,3.14,-43.00
L2123,0.00,183.14,43.00
L2124,0.00,3.14,-43.00
L2125,0.00,183.14,43.00
L2126,0.00,3.14,-43.00
L2127,0.00,183.14,43.00
L2128,0.00,3.14,-43.00
L2129,0.00,183.14,43.00
L213,0.00,202.14,0.00
L2130,0.00,183.14,43.00
L2131,0.00,3.14,-40.00
L2132,0.00,22.14,-20.00
L2133,0.00,22.14,-40.00
L2134,0.00,183.14,-2.00
L2135,0.00,3.14,-2.00
L2136,0.00,22.14,-70.00
L2137,0.00,3.14,-2.00
L2138,0.00,183.14,-3.00
L2139,0.00,226.14,-2.00
L214,0.00,22.14,0.00
L2140,0.00,112.14,-2.00
L2141,0.00,112.14,-2.00
L2142,0.00,22.14,90.00
L2143,0.00,22.14,-90.00
L2144,0.00,22.14,90.00
L2145,0.00,22.14,-90.00
