HOLE-ID,FROM_M,TO_M,CODE_IE
L12967,21.51,22.79,CIS
L12967,25.48,26.51,CIS
L12967,32.40,32.43,CIS
L12969,0.00,11.73,CIS
L12969,31.85,32.61,CIS
L12970,26.21,26.91,CIS
L12970,28.16,29.56,CIS
L12971,1.37,2.28,CIS
L12971,4.66,4.96,CIS
L12971,10.42,10.45,CIS
L12971,11.70,11.73,CIS
L12971,14.63,14.84,CIS
L12971,17.76,18.74,CIS
L12971,19.93,20.23,CIS
L12971,20.57,20.66,CIS
L12971,27.12,27.34,CIS
L12971,32.30,32.33,CIS
L12971,39.62,39.92,CIS
L12972,6.30,6.33,CIS
L12972,37.94,37.97,CIS
L12972,51.66,51.69,CIS
L12975,24.07,24.10,CIS
L12975,26.09,26.12,CIS
L12975,26.79,26.88,CIS
L12975,28.65,28.95,CIS
L12975,46.17,46.20,CIS
L12975,72.23,72.26,CIS
L12975,97.29,97.32,CIS
L12975,113.62,113.65,CIS
L12975,116.12,116.73,CIS
L12975,121.49,121.52,CIS
L12975,123.59,123.62,CIS
L12975,124.66,137.76,CIS
L12984,20.72,21.94,CIS
L12984,27.27,32.21,CIS
L12993,94.42,97.53,CIS
L12994,10.21,10.88,CIS
L12994,41.91,42.67,CIS
L12995,47.18,48.15,CIS
L12995,57.51,58.21,CIS
L12996,63.09,67.20,CIS
L12997,5.02,6.09,CIS
L12997,6.70,7.92,CIS
L1300,0.00,1.06,CIS
L1300,27.73,28.04,CIS
L1300,48.92,49.53,CIS
L1300,60.10,60.59,CIS
L1300,73.94,74.31,CIS
L13000,1.82,2.28,CIS
L13000,5.63,5.94,CIS
L13001,2.86,3.32,CIS
L13006,16.76,17.37,CIS
L13006,26.85,33.55,CIS
L13011,18.44,18.50,CIS
L13020,28.04,28.07,CIS
L13020,31.51,31.54,CIS
L13020,34.80,34.86,CIS
L13020,49.68,49.71,CIS
L13020,60.56,64.61,CIS
L13031,22.61,23.53,CIS
L13041,41.91,42.51,CIS
L13050,14.93,15.72,CIS
L13056,93.11,94.03,CIS
L13057,25.17,25.60,CIS
L1307,64.92,67.81,CIS
L1307,69.70,70.40,CIS
L13102,16.91,16.94,CIS
L13110,35.20,35.66,CIS
L13111,19.20,19.56,CIS
L13115,52.27,52.88,CIS
L13115,115.82,117.04,CIS
L13120,0.45,1.06,CIS
L13120,3.35,3.96,CIS
L13125,21.79,21.82,CIS
L13126,91.74,94.79,CIS
L13132,2.65,3.87,CIS
L13132,44.01,47.24,CIS
L13132,55.77,57.05,CIS
L13132,98.45,102.01,CIS
L13132,154.92,156.51,CIS
L13132,333.42,333.81,CIS
L13132,335.82,338.72,CIS
L13132,371.76,372.40,CIS
L13132,378.04,378.34,CIS
L13132,461.46,462.29,CIS
L13132,617.37,618.13,CIS
L13151,73.91,74.21,CIS
L13152,56.23,57.60,CIS
L13152,66.75,68.12,CIS
L13154,17.06,24.84,CIS
L13154,28.49,30.17,CIS
L13155,19.50,21.33,CIS
L13162,16.00,17.22,CIS
L13174,33.46,34.32,CIS
L13176,2.28,4.87,CIS
L13176,8.53,10.82,CIS
L13196,14.90,14.93,CIS
L13207,11.27,11.58,CIS
L13207,16.70,17.46,CIS
L13208,65.22,66.14,CIS
L13212,14.32,14.78,CIS
L13236,34.74,35.96,CIS
L13236,46.93,47.91,CIS
L13243,14.78,15.24,CIS
L13268,66.35,66.87,CIS
L13269,67.51,68.88,CIS
L13269,72.39,78.63,CIS
L13270,3.53,4.02,CIS
L13270,6.76,7.07,CIS
L1329,6.09,21.33,CIS
L13294,30.90,33.52,CIS
L13294,34.41,34.44,CIS
L13299,29.26,46.20,CIS
L13301,52.36,52.79,CIS
L13301,105.09,109.72,CIS
L13307,20.26,20.57,CIS
L1331,160.02,160.62,CIS
L1331,243.84,244.66,CIS
L13318,50.90,52.88,CIS
L13318,85.28,87.78,CIS
L13319,70.95,78.08,CIS
L13319,89.27,90.52,CIS
L13322,101.65,103.02,CIS
L13322,125.27,125.66,CIS
L13332,15.63,15.94,CIS
L13337,8.22,8.53,CIS
L13337,27.43,28.19,CIS
L13337,29.71,30.78,CIS
L13338,15.33,15.54,CIS
L13344,9.63,9.66,CIS
L13344,15.51,16.00,CIS
L13356,13.59,14.50,CIS
L13362,27.73,28.89,CIS
L13388,31.45,36.02,CIS
L13389,11.27,11.67,CIS
L13399,5.24,16.15,CIS
L13426,18.83,19.47,CIS
L13441,24.53,25.45,CIS
L13441,39.62,40.17,CIS
L13442,35.50,36.27,CIS
L13442,39.47,40.38,CIS
L13442,62.81,63.39,CIS
L13465,86.44,86.98,CIS
L13466,51.96,53.49,CIS
L13468,0.45,2.59,CIS
L13470,115.82,116.43,CIS
L13470,137.46,138.07,CIS
L13472,4.78,6.70,CIS
L13472,11.49,11.52,CIS
L13493,48.49,49.71,CIS
L13493,82.75,83.11,CIS
L13494,71.78,72.84,CIS
L13494,74.67,75.89,CIS
L13495,19.96,21.79,CIS
L13495,51.20,51.81,CIS
L13498,6.70,8.83,CIS
L13500,19.26,44.31,CIS
L13520,40.59,41.05,CIS
L13520,216.74,222.86,CIS
L13520,235.03,242.71,CIS
L13520,243.90,244.23,CIS
L13520,271.11,288.27,CIS
L13533,9.60,10.14,CIS
L13537,91.74,92.41,CIS
L13542,0.60,3.96,CIS
L13543,0.00,1.34,CIS
L13543,1.82,8.07,CIS
L13557,0.00,0.91,CIS
L13557,6.55,7.62,CIS
L13563,5.33,6.85,CIS
L13564,14.78,17.52,CIS
L13564,18.28,21.33,CIS
L13564,24.38,26.36,CIS
L13570,17.52,19.35,CIS
L13570,36.88,37.33,CIS
L13570,44.50,45.11,CIS
L13577,9.29,10.66,CIS
L13588,42.82,43.58,CIS
L13588,71.14,72.23,CIS
L13588,139.14,140.20,CIS
L13588,161.33,162.45,CIS
L13588,175.56,176.32,CIS
L1359,39.01,39.22,CIS
L13592,7.62,9.29,CIS
L13597,8.83,11.33,CIS
L136,42.36,43.15,CIS
L13609,0.00,0.91,CIS
L13613,52.54,52.88,CIS
L13613,53.34,53.67,CIS
L13613,61.02,61.32,CIS
L13613,66.50,66.93,CIS
L13613,68.82,70.10,CIS
L13613,73.09,73.57,CIS
L13614,75.31,75.71,CIS
L13640,23.92,24.32,CIS
L13640,45.44,45.96,CIS
L13640,78.02,78.91,CIS
L13640,85.19,85.95,CIS
L13640,93.87,95.00,CIS
L13640,207.11,207.81,CIS
L13642,140.20,140.81,CIS
L13643,36.57,37.03,CIS
L13643,142.95,143.71,CIS
L13643,145.29,145.66,CIS
L13643,184.25,185.16,CIS
L13643,187.90,188.51,CIS
L13649,2.34,13.10,CIS
L13687,8.10,8.44,CIS
L13700,9.60,9.93,CIS
L13701,33.13,33.52,CIS
L13702,15.33,15.94,CIS
L13723,3.20,7.01,CIS
L13723,117.04,118.81,CIS
L13723,121.61,122.22,CIS
L13723,278.95,280.41,CIS
L13724,30.02,36.27,CIS
L13724,447.14,448.36,CIS
L13725,23.77,26.51,CIS
L13725,191.56,192.17,CIS
L13725,192.42,193.24,CIS
L13725,194.00,196.44,CIS
L13725,251.30,251.85,CIS
L13728,185.16,185.92,CIS
L13728,210.92,211.68,CIS
L13728,224.33,226.31,CIS
L13728,234.54,234.90,CIS
L13728,237.89,238.50,CIS
L13728,238.81,239.26,CIS
L13738,46.39,46.81,CIS
L13738,123.96,124.51,CIS
L13738,139.59,140.05,CIS
L13743,102.19,111.52,CIS
L13743,188.00,190.89,CIS
L13743,202.20,204.15,CIS
L13743,205.58,206.50,CIS
L13744,17.12,17.46,CIS
L13744,27.43,31.24,CIS
L13744,35.44,35.84,CIS
L13744,209.09,213.66,CIS
L13744,245.85,248.19,CIS
L13744,309.37,309.73,CIS
L13747,36.42,40.35,CIS
L13747,188.51,188.91,CIS
L13747,230.42,231.52,CIS
L13747,232.41,234.57,CIS
L13747,277.06,277.97,CIS
L13747,384.23,384.81,CIS
L13752,20.63,20.78,CIS
L13758,151.48,152.70,CIS
L13758,205.74,209.39,CIS
L13758,261.21,262.28,CIS
L1377,4.87,5.33,CIS
L13774,6.70,12.80,CIS
L13774,20.17,20.23,CIS
L13775,4.57,5.18,CIS
L13775,38.25,38.70,CIS
L13775,50.53,50.96,CIS
L13775,134.47,134.84,CIS
L13776,34.25,50.59,CIS
L13776,68.58,69.18,CIS
L13776,87.63,88.39,CIS
L13776,146.60,147.21,CIS
L13776,212.59,213.05,CIS
L13776,229.81,230.73,CIS
L13776,236.98,239.20,CIS
L13776,276.30,276.75,CIS
L13776,438.91,439.52,CIS
L13776,449.88,451.04,CIS
L13778,48.85,50.38,CIS
L13778,54.01,54.43,CIS
L13778,57.91,58.55,CIS
L13780,10.51,11.12,CIS
L13780,42.67,43.28,CIS
L13780,239.72,240.79,CIS
L13780,264.56,265.32,CIS
L13780,328.11,329.18,CIS
L13780,347.47,348.08,CIS
L13780,353.26,356.31,CIS
L13780,402.03,402.79,CIS
L13780,453.99,454.91,CIS
L13780,483.26,484.02,CIS
L13780,484.47,485.39,CIS
L13780,511.94,512.55,CIS
L13780,526.08,526.69,CIS
L13780,541.02,541.78,CIS
L13780,558.91,561.50,CIS
L13780,567.08,567.69,CIS
L13780,569.24,570.28,CIS
L13780A,31.39,31.94,CIS
L13780A,44.53,45.62,CIS
L13780A,52.21,52.76,CIS
L13781A,31.18,31.48,CIS
L13781A,118.23,118.87,CIS
L13783A,171.57,173.27,CIS
L13783A,188.00,190.89,CIS
L13783A,205.58,206.50,CIS
L13784A,27.43,31.24,CIS
L13784A,35.44,35.84,CIS
L13784A,209.09,213.66,CIS
L13784A,245.85,248.19,CIS
L13784A,309.37,309.73,CIS
L13787,63.36,63.85,CIS
L13787,94.48,95.70,CIS
L13787,135.87,137.00,CIS
L13787,138.53,140.20,CIS
L13787,180.44,181.96,CIS
L13787,209.09,209.70,CIS
L13787,212.44,213.05,CIS
L13789,34.53,51.66,CIS
L13789,67.20,67.23,CIS
L13789,96.65,96.68,CIS
L13789,234.20,234.23,CIS
L13789,267.09,267.15,CIS
L13789,307.36,307.42,CIS
L13789,315.25,315.34,CIS
L13789,372.92,373.53,CIS
L13789,374.26,374.29,CIS
L13789,401.57,401.78,CIS
L13789,466.37,466.43,CIS
L13789,469.57,469.63,CIS
L13789,478.35,478.38,CIS
L13789,526.99,528.82,CIS
L13789,538.12,544.83,CIS
L13789,553.94,554.03,CIS
L13789,559.21,560.16,CIS
L13789,569.82,570.73,CIS
L13789,598.32,598.93,CIS
L13789,604.32,604.38,CIS
L13789,608.68,608.74,CIS
L13789,610.51,612.19,CIS
L13791,17.37,20.11,CIS
L13791,21.79,21.85,CIS
L13791,28.28,28.34,CIS
L13791,47.48,47.70,CIS
L13791,52.27,52.57,CIS
L13791,55.47,57.75,CIS
L13791,183.33,184.09,CIS
L13791,211.04,211.10,CIS
L13791,221.01,221.07,CIS
L13791,242.65,243.90,CIS
L13791,251.94,251.97,CIS
L13791,279.74,279.77,CIS
L13791,284.98,285.04,CIS
L13791,298.70,299.10,CIS
L13791,369.50,369.53,CIS
L13791,371.30,371.33,CIS
L13791,377.46,377.52,CIS
L13791,437.05,437.08,CIS
L13791,439.67,439.73,CIS
L13791,448.14,448.20,CIS
L13791,449.73,450.43,CIS
L13791,461.98,463.69,CIS
L13791,465.06,465.12,CIS
L13794,24.53,27.27,CIS
L13794,42.06,43.28,CIS
L13795,132.13,133.35,CIS
L13795,151.02,151.63,CIS
L13798,21.15,26.82,CIS
L13798A,35.35,36.88,CIS
L13798A,61.14,61.44,CIS
L13800,19.08,19.59,CIS
L13802,14.32,14.63,CIS
L13802,21.64,24.07,CIS
L13802,71.14,71.62,CIS
L13802,83.30,83.72,CIS
L13802,100.76,100.91,CIS
L13802,107.89,108.35,CIS
L13802,108.90,108.99,CIS
L13802,124.96,127.40,CIS
L13802,170.56,170.96,CIS
L13802,203.85,204.33,CIS
L13802,204.61,205.19,CIS
L13803,41.57,42.27,CIS
L13803,116.82,117.31,CIS
L13803,138.56,138.68,CIS
L13803,145.11,145.90,CIS
L13803,171.51,171.78,CIS
L13803,186.44,186.93,CIS
L13803,204.27,204.52,CIS
L13803,206.77,207.56,CIS
L13803A,232.25,234.39,CIS
L13803A,265.99,266.42,CIS
L13803A,267.00,267.34,CIS
L13807,67.66,69.03,CIS
L13811,25.60,25.72,CIS
L13811,50.59,51.66,CIS
L13811,66.84,67.81,CIS
L13820,16.97,18.98,CIS
L13823,5.48,5.97,CIS
L13823,74.21,74.82,CIS
L13823,106.22,106.98,CIS
L13823,130.45,130.54,CIS
L13823,131.06,131.15,CIS
L13823,138.68,138.83,CIS
L13824,6.70,7.62,CIS
L13824,15.72,15.81,CIS
L13824,16.61,18.50,CIS
L13824,19.50,21.33,CIS
L13824,36.05,36.08,CIS
L13824,52.12,54.55,CIS
L13826,59.43,61.26,CIS
L13826,78.94,79.55,CIS
L13826,79.55,80.61,CIS
L13826,86.25,86.28,CIS
L13826,86.86,86.98,CIS
L13835,56.44,59.58,CIS
L13835,61.41,62.48,CIS
L13835,63.18,63.42,CIS
L13835,63.70,65.83,CIS
L13835,69.49,69.79,CIS
L13835,75.59,77.72,CIS
L13835,81.99,82.60,CIS
L13835,83.05,83.36,CIS
L13835,88.94,88.97,CIS
L13839,2.74,5.79,CIS
L13839,24.38,25.29,CIS
L13841,10.36,11.27,CIS
L13841,14.47,14.87,CIS
L13844,54.55,55.77,CIS
L13844,106.31,107.19,CIS
L13854,23.31,24.23,CIS
L13855,19.50,28.65,CIS
L13863,0.00,3.96,CIS
L13863,11.88,13.71,CIS
L13863,35.96,36.57,CIS
L13864,0.00,5.48,CIS
L13868,39.56,53.64,CIS
L13875,5.48,7.01,CIS
L13875A,7.01,7.31,CIS
L13875A,13.10,13.95,CIS
L13875A,20.42,21.94,CIS
L13880,47.85,48.46,CIS
L13882,43.28,46.32,CIS
L13886,4.87,5.18,CIS
L13886,26.21,26.82,CIS
L13886,52.42,52.48,CIS
L13886,53.03,53.09,CIS
L13886,93.57,96.31,CIS
L13886,97.84,98.75,CIS
L13886,127.04,127.40,CIS
L13886,148.13,148.74,CIS
L13890,26.21,27.12,CIS
L13890,208.84,209.55,CIS
L13890,210.92,211.53,CIS
L13891,55.01,55.93,CIS
L13896,21.03,22.25,CIS
L13896,24.38,25.60,CIS
L13896,139.59,140.20,CIS
L13896,167.03,170.07,CIS
L13896,184.00,185.83,CIS
L13896,198.42,199.33,CIS
L13896,219.45,219.91,CIS
L13899,20.72,21.94,CIS
L13899,25.14,25.75,CIS
L13899,28.04,29.26,CIS
L13899,118.53,119.63,CIS
L13899,171.45,172.05,CIS
L13899,207.26,208.02,CIS
L13904,24.68,25.45,CIS
L13904,28.34,32.43,CIS
L13904,84.73,85.95,CIS
L13904,87.17,87.78,CIS
L13904,147.52,147.98,CIS
L13904,149.65,150.26,CIS
L13914,18.89,19.50,CIS
L13914,117.95,118.87,CIS
L13914,159.86,161.08,CIS
L13916,36.57,37.79,CIS
L13917,7.40,8.01,CIS
L13917,18.89,19.35,CIS
L13917,23.77,25.60,CIS
L13917,28.95,29.56,CIS
L13917,35.50,35.81,CIS
L13917,44.19,44.80,CIS
L13917,70.40,71.62,CIS
L13917,101.49,102.41,FAI
L13917,139.75,140.66,CIS
L13917,160.02,160.93,CIS
L13918,3.41,3.65,CIS
L13921,27.43,29.56,CIS
L13921,78.48,79.24,CIS
L13921,92.96,93.57,CIS
L13921,111.55,115.97,CIS
L13921,131.97,132.74,CIS
L13921,167.33,168.55,CIS
L13921,177.39,178.15,CIS
L13921,181.66,182.57,CIS
L13921,201.47,202.69,CIS
L13921,216.40,217.32,CIS
L13923,63.55,64.19,CIS
L13923,144.32,145.08,CIS
L13923,216.49,217.62,CIS
L13929,99.06,99.66,CIS
L13929,155.44,156.36,CIS
L13929,162.91,163.67,CIS
L13931,40.47,41.54,CIS
L13931,78.94,80.16,CIS
L13935,28.95,30.17,CIS
L13935,52.12,53.34,CIS
L13935,63.70,65.53,CIS
L13935,90.22,91.13,CIS
L13935,109.11,109.57,CIS
L13935,180.89,181.50,CIS
L13936,127.25,127.55,CIS
L13944,30.48,31.39,CIS
L13944,105.15,120.39,CIS
L13944,144.62,145.02,CIS
L13944,152.40,153.16,CIS
L13944,184.70,185.92,CIS
L13944,195.68,196.90,CIS
L13944,205.28,208.78,CIS
L13945,6.70,7.77,CIS
L13945,21.18,21.64,CIS
L13945,24.53,25.90,CIS
L13945,77.11,79.24,CIS
L13945,155.20,155.75,CIS
L13945,175.26,176.17,CIS
L13952,6.24,7.55,CIS
L13952,15.84,17.06,CIS
L13953,19.81,20.57,CIS
L13953,38.40,39.31,CIS
L13953,48.15,48.61,CIS
L13954,69.86,70.98,CIS
L13954,76.96,78.63,CIS
L13954,136.06,136.67,CIS
L13954,139.29,142.64,CIS
L13954,153.31,153.92,CIS
L13955,4.26,5.18,CIS
L13955,47.18,48.09,CIS
L13955,73.76,80.77,CIS
L13955,176.78,180.13,CIS
L13960,72.63,73.54,CIS
L13960,80.16,80.77,CIS
L13961,238.35,238.65,CIS
L13962,11.58,12.19,CIS
L13962,21.33,21.64,CIS
L13963,68.27,68.88,CIS
L13964,3.20,3.65,CIS
L13964,7.31,7.92,CIS
L13964,35.96,36.88,CIS
L13964,39.62,42.06,CIS
L13968,3.26,4.17,CIS
L13968,45.41,48.15,CIS
L13970,4.08,9.14,CIS
L13970,18.89,19.35,CIS
L13975,54.86,58.82,CIS
L13981,3.04,3.35,CIS
L13981,70.71,71.01,CIS
L13981,115.21,115.82,CIS
L13984,99.66,100.58,CIS
L13984,176.47,177.69,CIS
L13987,156.97,157.27,CIS
L13987,158.49,161.84,CIS
L13987,172.51,174.65,CIS
L13988,21.64,28.95,CIS
L13988,43.58,46.32,CIS
L13989,13.71,14.17,CIS
L13989,46.93,48.46,CIS
L13989,109.42,112.77,CIS
L13989,157.58,160.02,CIS
L13989,210.00,210.31,CIS
L13989,219.36,220.06,CIS
L13989,237.13,241.40,CIS
L13990,95.70,96.31,CIS
L13990,109.42,109.72,CIS
L13990,129.23,129.84,CIS
L13990,195.98,197.20,CIS
L13990,230.73,237.74,CIS
L13992,80.46,91.44,CIS
L13992,167.33,167.64,CIS
L13992,186.84,188.06,CIS
L13992,309.25,310.04,CIS
L13993,33.52,35.05,CIS
L13993,61.87,63.09,CIS
L13993,67.05,67.66,CIS
L13993,93.57,93.87,CIS
L13993,109.72,113.99,CIS
L13993,125.27,126.79,CIS
L13993,128.01,131.36,CIS
L13993,182.27,183.18,CIS
L13993,183.48,184.09,CIS
L13993,288.64,290.16,CIS
L13993,295.65,303.27,CIS
L14037,22.67,23.16,CIS
L14037,35.60,35.87,CIS
L14037,100.34,101.55,CIS
L14040,3.41,35.57,CIS
L14041,66.62,66.72,CIS
L14044,26.36,28.37,CIS
L14044,42.21,42.45,CIS
L14045,28.68,30.14,CIS
L14045,34.44,35.66,CIS
L14057,0.00,0.91,CIS
L14057,13.19,13.62,CIS
L14058,0.00,2.04,CIS
L14058,15.84,16.58,CIS
L14058,22.25,25.42,CIS
L14104,19.81,23.31,CIS
L14104,26.67,29.26,CIS
L14104,41.91,46.63,CIS
L14113,14.23,15.08,CIS
L14113,27.43,29.56,CIS
L14114,67.05,70.10,CIS
L14115,19.81,22.86,CIS
L14115,31.69,48.76,CIS
L14142,48.76,60.13,CIS
L14143,0.00,53.12,CIS
L14145,20.51,24.81,CIS
L14145,55.04,57.45,CIS
L14147,34.59,36.02,CIS
L14147,40.23,43.58,CIS
L1415,9.14,9.47,CIS
L14156,23.10,24.50,CIS
L14156,34.10,35.78,CIS
L14156,42.33,50.10,CIS
L14173,0.00,1.15,CIS
L14173,54.40,55.83,CIS
L14173,62.05,62.27,CIS
L14173,64.98,67.81,CIS
L14174,0.00,4.63,CIS
L14175,20.08,23.43,CIS
L14175,73.70,76.84,CIS
L14210,28.95,30.93,CIS
L14244,10.60,11.67,CIS
L14244,60.96,62.33,CIS
L14251,37.55,40.44,CIS
L14256,61.60,62.14,CIS
L14256,65.31,66.26,CIS
L14256,79.09,83.02,CIS
L14263,69.64,70.10,CIS
L14263,89.24,91.74,CIS
L14293,28.95,34.74,CIS
L14293,34.74,42.97,CIS
L14294,28.65,31.08,CIS
L14294,37.18,40.23,CIS
L14294,43.58,45.72,CIS
L14295,14.93,17.98,CIS
L14299,12.43,15.54,CIS
L14300,26.27,37.33,CIS
L14300,44.19,57.91,CIS
L14314,45.72,57.91,CIS
L14315,49.37,51.11,CIS
L14315,59.43,60.96,CIS
L14316,1.52,12.19,CIS
L14316,52.42,62.78,CIS
L14316,69.79,77.11,CIS
L14317,0.00,1.98,CIS
L14317,2.83,4.14,CIS
L14317,178.91,184.40,CIS
L14318,18.28,19.20,CIS
L14318,19.35,22.86,CIS
L14318,38.70,44.19,CIS
L14318,69.12,73.18,CIS
L14318,91.89,96.68,CIS
L14318,122.52,128.01,CIS
L14319,21.03,25.90,CIS
L14320,0.00,7.31,CIS
L14320,10.05,10.66,CIS
L14320,19.81,44.50,CIS
L14320,49.53,56.38,CIS
L14320,68.27,77.72,CIS
L14320,85.49,87.02,CIS
L14320,93.26,94.18,CIS
L14320,102.71,116.12,CIS
L14322,27.58,35.05,CIS
L14322,91.74,101.49,CIS
L14323,32.30,38.10,CIS
L14323,105.15,110.64,CIS
L14324,25.60,38.10,CIS
L14324,94.79,101.86,CIS
L14324,117.34,125.27,CIS
L14327,29.87,33.83,CIS
L14327,35.20,46.48,CIS
L14327,85.34,97.53,CIS
L14327,150.87,152.70,CIS
L14328,39.31,45.56,CIS
L14328,58.73,70.19,CIS
L14328,101.95,111.70,CIS
L14328,141.73,147.52,CIS
L14329,0.00,0.91,CIS
L14329,34.32,40.53,CIS
L14329,43.49,59.89,CIS
L14347,15.24,23.16,CIS
L14347,76.80,95.09,CIS
L14348,18.89,25.90,CIS
L14349,21.33,26.21,CIS
L14349,70.10,81.07,CIS
L14350,25.60,31.08,CIS
L14350,72.39,76.80,CIS
L14351,24.68,26.21,CIS
L14351,29.26,34.74,CIS
L14351,47.24,48.76,CIS
L14351,86.86,90.22,CIS
L14353,19.20,53.34,CIS
L14353,64.92,67.66,CIS
L14360,57.91,59.43,CIS
L14360,62.48,64.00,CIS
L14361,41.45,44.19,CIS
L14361,72.23,76.80,CIS
L14363,2.13,10.66,CIS
L14363,39.62,41.75,CIS
L14363,68.58,70.10,CIS
L14364,3.04,14.02,CIS
L14364,65.22,67.36,CIS
L14365,137.16,142.64,CIS
L14366,55.35,57.60,CIS
L14368,0.91,3.04,CIS
L14378,63.45,67.60,CIS
L14381,86.98,89.15,CIS
L14381,118.78,119.17,CIS
L14407,57.51,58.15,CIS
L14408,36.88,39.59,CIS
L14410,7.62,9.60,CIS
L14410,12.64,13.31,CIS
L14410,27.40,30.48,CIS
L14410,40.56,40.93,CIS
L14410,40.93,41.23,CIS
L14412,34.19,34.77,CIS
L14412,35.75,36.45,CIS
L14412,51.96,52.24,CIS
L14412,60.53,62.33,CIS
L14412,67.29,69.95,CIS
L14412,99.54,99.82,CIS
L14413,6.40,7.62,CIS
L14414,22.25,30.72,CIS
L14414,56.08,56.69,CIS
L14415,32.09,32.30,CIS
L14415,33.83,34.44,CIS
L14417,0.00,7.34,CIS
L14417,35.26,52.91,CIS
L14421,0.79,3.04,CIS
L14421,10.36,11.12,CIS
L14421,11.88,31.85,CIS
L14421,84.12,86.95,CIS
L14421,88.78,92.35,CIS
L14427,2.59,12.07,CIS
L14428,10.82,19.96,CIS
L14428,26.45,27.03,CIS
L14429,38.28,38.80,CIS
L14429,43.49,74.55,CIS
L14429,109.69,109.88,CIS
L14430,5.79,8.83,CIS
L14430,60.35,69.03,CIS
L14430,75.89,76.80,CIS
L14430,98.45,100.27,CIS
L14431,21.03,22.25,CIS
L14431,89.30,94.48,CIS
L14432,0.00,6.40,CIS
L14432,59.74,70.71,CIS
L14441,3.81,4.48,CIS
L14444,6.73,7.86,CIS
L14454,23.16,24.29,CIS
L14455,7.92,8.22,CIS
L14465,41.75,42.12,CIS
L14466,54.10,63.48,CIS
L14519,31.85,32.15,CIS
L14519,34.74,35.35,CIS
L14543,15.84,21.33,CIS
L14543,59.89,61.47,CIS
L14543,102.10,107.35,CIS
L14544,10.36,14.93,CIS
L14544,20.72,21.03,CIS
L14544,43.28,61.26,CIS
L14544,103.17,112.77,CIS
L14545,79.36,80.13,CIS
L14546,106.31,106.98,CIS
L14547,19.20,19.50,CIS
L14547,42.97,64.46,CIS
L14547,72.69,81.68,CIS
L14547,108.05,109.88,CIS
L14547,113.53,115.82,CIS
L14554,130.45,137.16,CIS
L14555,106.16,107.44,CIS
L14561,1.06,3.81,CIS
L14562,2.13,7.16,CIS
L14563,1.82,4.75,CIS
L14564,0.00,2.43,CIS
L14564,6.52,9.87,CIS
L14578,7.16,11.27,CIS
L14602,3.23,3.81,CIS
L14602,29.87,31.56,CIS
L14603,89.45,89.76,CIS
L14603,92.35,92.65,CIS
L14605,10.36,10.66,CIS
L14605,153.00,156.05,CIS
L14627,46.48,48.92,CIS
L14627,65.53,68.48,CIS
L14627,100.73,102.41,CIS
L14627,104.85,106.89,CIS
L14627,155.75,170.38,CIS
L1486,5.69,6.09,CIS
L1500,0.30,0.76,CIS
L1516,0.00,1.00,CIS
L1516,26.82,27.12,CIS
L1520,22.40,23.31,CIS
L1572,12.31,12.77,CIS
L1602,40.08,41.45,CIS
L1612,0.00,4.87,CIS
L1612,46.93,47.24,CIS
L1612,91.13,91.74,CIS
L1615,77.72,79.24,CIS
L1615,83.21,84.73,CIS
L1615,90.09,90.52,CIS
L1616,0.97,22.98,CIS
L1617,21.48,47.09,CIS
L1632,1.52,3.04,CIS
L1655,39.62,41.14,CIS
L1667,31.08,33.52,CIS
L1668,66.81,67.39,CIS
L1692,2.98,3.29,CIS
L1692,30.32,30.63,CIS
L1719,0.00,0.91,CIS
L1720,9.96,10.66,CIS
L1721,8.13,11.24,CIS
L1746,20.84,22.09,CIS
L1749,14.93,16.91,CIS
L1750,6.21,6.82,CIS
L1750,34.13,35.47,CIS
L1750,67.05,68.19,CIS
L1751,0.00,1.15,CIS
L1751,5.02,5.33,CIS
L1751,9.75,12.19,CIS
L1759,10.66,12.19,CIS
L1762,12.13,13.71,CIS
L1773,14.26,18.07,CIS
L1796,0.00,1.73,CIS
L1796,3.65,4.57,CIS
L1803,2.31,4.87,CIS
L1830,45.04,45.72,CIS
L1854,77.11,77.66,CIS
L1857,13.10,14.02,CIS
L1857,17.25,17.52,CIS
L1857,19.32,21.54,CIS
L1858,6.09,6.70,CIS
L1906,5.79,8.44,CIS
L1906,9.14,9.75,CIS
L1907,2.43,3.96,CIS
L1907,4.54,5.18,CIS
L1908,0.00,0.51,CIS
L1908,9.50,10.11,CIS
L1943,19.05,19.81,CIS
L1961,0.00,0.51,CIS
L1963,0.76,1.37,CIS
L1975,22.52,23.16,CIS
L1981,38.22,38.52,CIS
L1981,75.31,76.20,CIS
L1981,84.76,85.31,CIS
L1982,2.83,13.71,CIS
L1982,27.58,28.95,CIS
L1982,38.86,39.62,CIS
L1984,40.23,40.53,CIS
L1991,20.81,22.55,CIS
L2008,224.69,231.40,CIS
L2044,21.64,22.86,CIS
L2050,16.00,18.28,CIS
L2051,25.90,29.87,CIS
L2070,9.14,11.82,CIS
L2070,12.19,14.63,CIS
L2072,28.80,36.57,CIS
L2073,25.99,26.45,CIS
L2075,9.90,11.43,CIS
L2100,1.82,2.28,CIS
L211,12.52,13.10,CIS
L2131,8.26,8.77,CIS
L2131,16.15,16.82,CIS
L2131,18.40,19.50,CIS
L214,0.60,3.04,CIS
L214,9.69,13.10,CIS
L2177,6.76,8.62,CIS
L2179,0.45,10.11,CIS
L2198,32.73,33.07,CIS
L2220,67.05,67.97,CIS
