HOLE-ID,LOC_UTMX,LOC_UTMY,LOC_UTMZ,AZ_UTM,DIP,LENGTH_M,NO_DATA,DOUBTFUL_C
L1401,294109.05,5330319.87,-128.54,3.14,-41.00,40.23,,
L14010,294888.43,5330888.03,85.95,76.63,-88.00,49.07,,
L14011,294888.36,5330888.01,88.81,256.63,88.00,60.65,,
L14012,294888.49,5330889.17,86.02,5.80,-39.00,52.12,,
L14013,294888.49,5330889.18,88.05,362.59,41.00,52.42,,
L14014,294965.01,5330894.20,84.71,358.55,-53.00,67.36,,
L14015,294965.66,5330892.20,84.65,180.19,-63.00,58.52,,
L14016,294793.83,5330916.38,-31.29,3.14,78.00,54.40,,
L14017,294715.08,5330894.15,-32.25,3.14,71.00,82.60,,
L14018,294898.40,5330933.29,73.83,183.14,87.00,35.50,,
L14019,294834.14,5330930.44,66.00,3.51,-70.00,62.17,,
L1402,294147.88,5330343.72,-219.52,27.14,-70.00,54.68,,
L14020,294834.35,5330928.81,66.08,181.61,-52.00,60.96,,
L14021,294833.87,5330929.79,68.83,227.74,85.00,73.15,,
L14022,294891.08,5330933.38,73.84,3.14,37.00,74.67,,
L14023,294914.39,5330936.75,74.70,358.04,29.00,85.95,,
L14024,294937.60,5330941.20,76.18,362.18,33.00,85.34,,
L14025,294809.44,5330930.95,165.19,360.14,-29.00,31.39,,
L14026,294809.78,5330927.48,165.28,182.14,-27.00,32.00,,
L14027,294821.66,5330922.79,166.71,362.14,-47.00,46.63,,
L14028,294824.72,5330925.67,167.32,362.14,-83.00,42.67,,
L14029,294824.73,5330925.97,170.04,362.14,69.00,54.25,,
L1403,294151.21,5330331.44,-219.46,27.14,-75.00,54.55,,
L14030,294821.65,5330922.64,166.56,183.14,-54.00,55.47,,
L14031,294844.79,5330927.16,172.35,362.14,-69.00,49.37,,
L14032,294844.65,5330924.57,171.89,185.14,-63.00,51.20,,
L14033,294844.75,5330926.40,174.64,362.14,67.00,46.63,,
L14034,294860.04,5330926.78,175.55,181.14,-60.00,28.04,,
L14035,294860.07,5330927.39,175.55,174.14,-78.00,46.63,,
L14036,294867.35,5330921.04,179.51,362.14,85.00,46.63,,
L14037,294666.63,5330879.21,-32.31,362.14,48.00,104.54,,
L14038,294689.83,5330886.05,-32.36,353.57,53.00,100.58,,
L14039,294712.84,5330893.66,-32.31,355.14,61.00,94.48,,
L1404,294094.40,5330341.04,-67.46,3.14,-33.00,40.69,,
L14040,294658.88,5330876.98,-32.20,357.14,56.00,98.14,,
L14041,294674.37,5330881.12,-32.17,362.14,58.00,97.99,,
L14042,294689.82,5330885.92,-32.24,357.97,61.00,95.70,,
L14044,294916.52,5330969.99,-44.36,361.22,20.00,46.63,,
L14045,294916.52,5330970.11,-45.49,362.14,-22.00,36.57,,
L14046,294916.52,5330970.00,-46.20,5.14,-44.00,46.02,,
L14047,294961.80,5330973.34,-32.12,360.14,13.00,45.72,,
L1405,293834.20,5329930.06,195.12,342.14,0.00,24.76,,
L14050,295014.41,5330950.14,-49.69,362.14,18.00,43.58,No_Litho,
L14053,295037.82,5330949.85,-49.34,10.14,34.00,49.68,No_Litho,
L14054,295037.73,5330949.65,-51.35,4.14,-36.00,3.35,No_Both,
L14055,294938.40,5330950.18,-62.05,3.14,-16.00,43.28,No_Litho,
L14056,294938.41,5330950.29,-61.46,5.14,11.00,49.07,No_Litho,
L14057,294961.49,5330968.99,-65.09,7.14,11.00,22.25,,
L14058,294961.49,5330968.91,-66.31,6.14,-36.00,28.04,,
L14059,294991.86,5330966.12,-71.24,361.14,9.00,18.59,No_Litho,
L1406,293835.00,5329927.66,195.12,162.14,0.00,24.74,,
L14060,294991.84,5330965.83,-72.60,357.14,-52.00,35.35,No_Litho,
L14061,295173.54,5330917.11,157.96,4.31,55.00,61.26,,
L14062,295173.43,5330916.43,158.02,350.14,88.00,52.42,,
L14063,295170.60,5330877.43,163.62,3.14,63.00,52.73,,
L14064,295170.04,5330876.92,163.46,3.14,87.00,46.02,,
L14065,295169.98,5330875.99,163.52,183.14,67.00,48.76,,
L14066,295170.13,5330875.86,159.70,183.14,-37.00,71.32,,
L14067,295170.16,5330876.46,159.85,183.14,-85.00,110.03,,
L14068,295170.04,5330876.93,159.86,3.14,-60.00,213.36,,
L14069,294844.31,5330923.98,173.16,183.14,0.00,37.49,,
L1407,293848.30,5329939.42,195.03,342.14,0.00,12.19,,
L14073,294867.34,5330920.89,176.62,362.14,-85.00,14.02,,
L14073A,294867.34,5330920.89,176.62,183.14,-85.00,55.16,,
L14074,294859.54,5330927.40,178.29,183.14,87.00,46.32,,
L14075,294834.62,5330922.61,171.59,182.14,80.00,39.62,,
L14076,295066.32,5330922.76,-45.43,185.14,-1.00,74.67,No_Litho,
L14077,294673.83,5330880.94,-32.31,362.14,67.00,93.57,,
L14078,294643.04,5330872.11,-32.19,357.32,57.00,110.33,,
L14079,294643.06,5330872.34,-32.48,357.82,42.00,121.31,,
L1408,294457.09,5330234.52,-33.59,3.14,0.00,61.26,No_Litho,
L14080,294627.70,5330867.76,-32.39,358.02,47.00,103.63,No_Litho,
L14081,294612.96,5330863.44,-32.55,4.39,33.00,152.40,No_Litho,
L14082,294613.02,5330863.20,-32.42,7.67,49.00,92.04,No_Litho,
L14089,294846.95,5330944.22,251.75,359.14,-39.00,71.32,,
L1409,294456.95,5330232.07,-33.59,183.14,0.00,15.08,No_Litho,
L14090,294821.56,5330947.49,254.19,351.14,-47.00,62.17,,
L14091,294800.06,5330942.25,257.40,362.14,-82.00,48.76,,
L14092,294800.12,5330943.29,257.54,357.14,-46.00,67.97,,
L14093,294776.95,5330938.28,261.50,360.14,-69.00,42.97,,
L14094,294753.00,5330930.25,263.94,340.14,-53.00,53.94,,
L14095,294672.11,5330813.61,325.48,3.14,-60.00,227.99,,
L14096,294763.40,5330809.68,321.88,3.14,-55.00,231.03,,
L14097,295383.55,5330912.69,316.71,3.14,-90.00,362.71,,
L14098,295414.13,5330909.62,316.83,3.14,-90.00,182.57,,
L14099,295444.71,5330906.50,316.78,2.31,-90.00,191.41,,
L141,294200.07,5330283.79,154.23,22.14,0.00,53.46,No_Litho,
L1410,294746.71,5330219.71,119.56,183.14,-5.00,168.55,,
L14100,294991.78,5330963.37,-32.82,4.54,-8.00,55.77,No_Litho,
L14101,294991.68,5330962.95,-31.48,362.10,41.00,72.84,No_Litho,
L14102,295014.38,5330960.72,-32.95,13.74,-20.00,48.46,,
L14103,295037.49,5330954.95,-29.77,3.35,-25.00,23.31,No_Litho,
L14104,295052.29,5330948.00,-30.42,356.72,7.00,46.63,,
L14105,294674.05,5330880.77,-32.11,8.09,79.00,80.16,,
L14106,294873.06,5330886.08,83.50,3.14,-34.00,55.77,,
L14107,294888.46,5330888.59,85.63,3.14,-50.00,39.62,,
L14108,294903.91,5330892.01,84.11,3.14,-36.00,49.37,,
L1411,294746.92,5330224.03,119.56,3.14,-5.00,152.55,,
L14110,294643.09,5330871.59,-32.17,361.67,75.00,79.85,,
L14111,294613.00,5330862.90,-32.24,6.59,62.00,83.82,No_Litho,
L14112,294597.17,5330858.07,-32.76,7.34,48.00,92.04,,
L14113,294597.18,5330858.20,-32.86,8.81,39.00,122.83,,
L14114,294581.34,5330853.27,-32.52,361.29,55.00,91.74,,
L14115,294581.28,5330853.65,-32.65,353.66,38.00,116.73,,
L14116,294566.34,5330848.27,-32.92,4.46,44.00,99.66,,
L14117,294566.34,5330848.28,-33.14,10.04,33.00,126.79,,
L14118,294551.32,5330843.13,-33.06,360.99,33.00,140.20,,
L14119,294809.76,5330929.87,167.56,3.14,74.00,49.68,,
L1412,294106.06,5330319.15,181.01,202.14,45.00,12.29,,
L14120,294821.45,5330927.37,169.45,3.14,85.00,48.76,,
L14121,294829.52,5330924.30,168.24,182.14,-71.00,43.28,,
L14122,294829.56,5330924.86,168.24,3.14,-88.00,43.58,,
L14123,294837.22,5330925.42,169.76,3.14,-90.00,43.58,,
L14124,294837.27,5330924.85,169.76,184.14,-68.00,52.42,,
L14125,294859.96,5330929.51,177.99,359.14,51.00,49.68,,
L14126,294859.86,5330929.04,177.99,347.14,71.00,37.18,,
L14127,294860.21,5330928.57,175.73,352.14,-83.00,46.63,,
L14128,295036.13,5331001.06,-44.93,17.34,81.00,21.94,No_Litho,
L14129,295035.98,5331001.04,-47.71,353.14,-82.00,46.63,No_Litho,
L1413,294103.74,5330313.44,178.54,202.14,45.00,13.58,,
L14130,295036.10,5331001.98,-45.70,362.14,33.00,39.31,No_Litho,
L14131,295010.01,5330990.88,-120.93,265.35,90.00,90.83,,
L14132,294977.92,5330973.60,-66.89,359.07,51.00,55.77,No_Litho,
L14133,294977.94,5330973.88,-67.27,359.66,35.00,72.23,No_Litho,
L14134,294977.94,5330972.50,-69.40,342.72,-89.00,56.99,No_Litho,
L14135,294961.25,5330968.83,-64.51,354.67,34.00,61.56,,
L14136,294896.15,5330889.69,85.03,3.14,-74.00,36.88,,
L14137,294919.00,5330888.74,84.42,3.14,-35.00,46.32,,
L14138,294918.96,5330888.13,84.42,3.14,-60.00,40.23,,
L14139,294934.43,5330891.86,84.11,3.14,-34.00,43.28,,
L1414,294104.57,5330315.51,176.25,22.14,-45.00,5.84,,
L14140,294934.33,5330890.03,84.11,3.14,-65.00,61.56,,
L14141,294581.92,5330851.34,-34.75,170.46,-51.00,152.40,,
L14142,294581.82,5330852.33,-34.70,316.14,-88.00,85.95,,
L14143,294581.35,5330853.44,-34.71,357.54,-55.00,121.92,,
L14144,294566.24,5330846.55,-34.75,190.04,-74.00,92.35,,
L14145,294566.08,5330847.75,-34.75,3.14,-64.00,153.61,,
L14146,294916.56,5330969.44,-46.21,6.19,-66.00,16.15,,
L14147,294916.62,5330970.41,-45.88,3.94,-29.00,55.77,,
L14148,294939.13,5330971.78,-40.90,360.46,-17.00,46.63,No_Litho,
L1415,294100.54,5330311.03,173.05,202.14,0.00,18.28,,
L14151,294969.24,5330960.00,-108.84,267.07,61.00,60.96,No_Litho,
L14152,294969.19,5330960.57,-109.56,358.79,30.00,61.87,No_Litho,
L14153,294969.19,5330959.13,-108.95,261.72,90.00,48.76,No_Litho,
L14154,295016.50,5330992.38,-122.42,4.12,41.00,61.87,No_Litho,
L14155,294565.72,5330848.12,-33.03,5.02,28.00,153.31,,
L14156,294551.32,5330843.00,-32.94,359.32,43.00,125.27,,
L14157,294904.05,5330887.56,84.66,196.54,-65.00,55.77,,
L14158,294903.04,5330887.20,84.78,215.60,-45.00,72.84,,
L14159,294919.14,5330884.33,84.60,189.79,-60.00,61.87,,
L1416,294099.10,5330305.69,166.92,202.14,0.00,18.76,,
L14160,294934.27,5330883.27,84.28,190.74,-65.00,61.87,,
L14161,294934.08,5330882.70,84.38,190.56,-44.00,67.05,,
L14162,294949.57,5330889.50,84.11,183.14,-45.00,61.87,,
L14163,294965.70,5330891.43,85.15,184.81,-47.00,74.06,,
L14164,294837.48,5330932.90,170.06,3.14,-90.00,49.68,,
L14165,294853.08,5330934.92,172.63,191.19,-84.00,51.81,,
L14166,294596.98,5330857.38,-32.07,3.14,90.00,92.35,,
L14167,294597.16,5330857.91,-32.24,6.46,70.00,92.96,,
L14168,294565.93,5330846.52,-32.93,194.69,64.00,90.52,,
L14169,294568.16,5330848.05,-32.26,3.14,87.00,91.74,,
L1417,294352.79,5330375.00,79.23,3.14,-22.00,121.92,,
L14170,294565.76,5330847.54,-32.86,8.17,60.00,121.00,,
L14171,294978.23,5330993.03,-119.59,362.14,-45.00,109.42,No_Litho,
L14172,294963.11,5330987.39,-114.02,3.14,70.00,97.53,,
L14173,294963.09,5330988.40,-116.79,339.14,-30.00,111.25,,
L14174,294963.10,5330987.29,-117.00,338.14,-67.00,110.94,,
L14175,294962.36,5330983.43,-116.74,183.14,-72.00,122.83,,
L14176,294962.62,5330982.64,-114.21,158.14,43.00,49.98,,
L14177,294946.94,5330970.87,-110.15,3.14,63.00,89.91,No_Litho,
L14178,294947.09,5330970.84,-113.52,355.14,-60.00,121.92,No_Litho,
L14179,294947.16,5330972.14,-113.56,359.69,-38.00,151.79,No_Litho,
L1418,294300.89,5330355.75,41.29,37.14,-4.00,94.48,,
L14180,294945.42,5330965.39,-112.54,170.14,-71.00,109.42,No_Litho,
L14181,294892.34,5330959.19,192.31,3.14,-55.00,112.77,,
L14182,294894.09,5330959.07,192.34,3.14,-27.00,94.48,,
L14183,294894.05,5330959.81,194.52,3.14,58.00,110.03,,
L14184,294894.08,5330958.91,193.63,3.14,23.00,111.25,,
L14185,294901.02,5330975.41,51.85,3.14,-90.00,80.77,,
L14186,294899.78,5330975.11,54.70,3.14,90.00,90.83,,
L14187,294899.90,5330975.90,54.69,3.14,62.00,98.14,,
L14188,294901.25,5330976.88,53.99,3.14,27.00,46.32,,
L14189,294901.14,5330976.23,51.85,3.14,-58.00,92.65,,
L1419,294275.09,5330357.92,41.13,22.14,-0.50,30.48,,
L14190,294900.34,5330974.15,54.85,183.14,62.00,91.74,,
L14191,294901.26,5330974.31,51.87,183.14,-63.00,110.33,,
L14192,295069.87,5331001.08,-86.26,3.14,70.00,153.31,No_Litho,
L14193,295062.17,5330994.36,-85.42,3.14,36.00,151.79,No_Litho,
L14194,295070.78,5331002.46,-88.71,3.14,-40.00,131.97,No_Litho,
L14195,295070.78,5331002.46,-89.01,3.14,-65.00,152.09,No_Litho,
L14196,294851.75,5330923.17,-125.60,352.14,-26.00,137.16,No_Litho,
L14197,294851.79,5330922.60,-126.06,352.14,-56.00,151.18,No_Litho,
L14198,294851.85,5330922.30,-123.36,350.14,68.00,137.46,No_Litho,
L14199,294851.75,5330921.74,-126.06,183.14,-57.00,152.70,No_Litho,
L142,294198.95,5330281.05,154.23,202.14,0.00,61.63,No_Litho,
L1420,293867.10,5330021.25,233.49,162.14,60.00,9.24,,
L14200,294814.84,5330927.88,168.60,183.14,60.00,19.44,,
L14201,294814.50,5330931.42,168.85,3.14,48.00,30.17,,
L14202,294846.44,5330925.22,175.08,183.14,83.00,43.58,,
L14203,294875.51,5330934.75,180.44,183.14,41.00,32.00,,
L14204,294875.36,5330934.87,180.69,183.14,75.00,34.74,,
L14205,294876.46,5330938.19,181.17,3.14,63.00,22.55,,
L14206,294270.23,5330470.47,326.73,3.14,-50.00,91.98,,
L14207,294271.90,5330500.91,326.73,2.31,-50.00,91.98,,
L14208,294273.57,5330531.34,326.73,3.14,-50.00,61.99,,
L14209,294342.64,5330399.33,326.73,3.14,-50.00,96.01,,
L1421,293866.84,5330022.24,231.54,342.14,-60.00,9.60,,
L14210,294344.31,5330429.77,326.73,3.14,-50.00,64.92,,
L14211,294345.98,5330460.20,326.73,3.14,-50.00,91.01,,
L14212,294347.65,5330490.64,326.73,3.14,-50.00,62.78,,
L14213,294418.54,5330392.12,326.73,3.31,-50.00,111.55,,
L14214,294420.23,5330422.54,326.73,3.14,-50.00,113.99,,
L14215,294421.90,5330452.98,326.73,3.14,-50.00,111.55,,
L14216,294990.07,5330885.01,87.16,185.14,-37.00,110.33,,
L14217,294990.08,5330885.20,86.85,183.14,-43.00,91.44,,
L14218,294990.03,5330885.60,86.85,183.14,-58.00,92.35,,
L14219,294990.05,5330886.02,86.85,183.14,-74.00,110.94,,
L1422,293870.01,5330012.89,225.42,162.14,60.00,9.24,,
L14220,294573.40,5330432.44,326.73,3.14,-50.00,62.78,,
L14221,294302.42,5330500.75,326.73,3.14,-50.00,50.59,,
L14222,294288.46,5330524.41,326.73,3.14,-50.00,74.98,,
L14223,294287.62,5330509.20,326.73,3.14,-50.00,89.30,,
L14224,294274.41,5330546.55,326.73,3.14,-50.00,35.35,,
L14225,294738.00,5330872.35,323.62,2.31,-75.00,106.98,,
L14225A,294738.00,5330872.35,323.62,182.31,-45.00,26.82,,
L14226,294684.03,5330897.13,324.77,2.31,-71.00,78.63,,
L14227,294273.99,5330538.95,326.73,3.14,-50.00,40.23,,
L14228,294289.29,5330539.63,326.73,3.14,-50.00,26.21,,
L14228A,294289.29,5330539.63,326.73,3.14,-80.00,59.74,,
L14229,294286.78,5330493.98,326.73,3.14,-50.00,98.45,,
L1423,293869.72,5330013.80,223.56,342.14,-60.00,9.57,,
L14230,294272.99,5330520.69,326.73,3.14,-50.00,78.02,,
L14231,294302.84,5330508.36,326.73,3.14,-50.00,78.02,,
L14232,294303.68,5330523.58,326.73,3.14,-50.00,62.78,,
L14233,294750.11,5330832.01,324.14,2.31,-80.00,76.35,,
L14234,294728.46,5330754.32,210.91,183.14,-30.00,153.00,,
L14235,294728.41,5330754.96,210.50,185.14,-60.00,183.79,,
L14236,294728.52,5330755.59,210.44,3.14,-90.00,212.44,,
L14237,294739.87,5330760.77,210.46,355.14,-80.00,257.55,,
L14238,294728.45,5330755.59,213.44,3.14,90.00,30.78,,
L14239,294759.93,5330778.52,211.80,185.14,-60.00,182.88,,
L1424,293873.27,5330003.60,219.66,162.14,60.00,9.75,,
L14240,294759.73,5330780.39,211.90,9.14,-60.00,122.92,,
L14241,294759.97,5330779.33,211.90,3.14,-90.00,152.09,,
L14242,294759.84,5330778.32,214.99,183.14,60.00,45.72,,
L14243,295050.87,5330998.44,-126.95,4.14,42.00,153.31,,
L14244,295050.84,5330997.90,-129.39,4.14,-49.00,121.61,,
L14245,294649.23,5330936.09,37.20,183.14,90.00,121.92,,
L14246,294649.25,5330936.39,34.41,284.14,-90.00,82.29,,
L14247,294649.18,5330935.06,37.06,178.14,52.00,182.57,,
L14248,294911.26,5330886.72,84.42,183.14,-77.00,62.17,,
L14249,294911.34,5330888.25,84.42,3.14,-60.00,64.92,,
L1425,293872.92,5330004.50,217.86,342.14,-60.00,9.14,,
L14250,294921.94,5330956.14,-32.32,3.14,21.00,55.16,,
L14251,294921.94,5330956.08,-32.67,3.14,6.00,52.82,,
L14252,294907.94,5330930.57,40.67,3.14,-36.00,98.45,,
L14253,294885.94,5330927.43,37.76,3.14,-23.00,96.31,,
L14254,294886.02,5330927.38,37.11,3.14,-40.00,105.15,,
L14255,294526.58,5330834.53,-33.12,3.14,36.00,110.94,,
L14256,294526.59,5330834.63,-33.25,3.14,27.00,138.37,,
L14257,294983.58,5331009.85,-48.06,3.14,70.00,62.17,No_Litho,
L14258,294983.45,5331009.02,-51.56,192.14,-74.00,38.70,No_Litho,
L14259,294999.81,5330966.44,-72.36,362.14,20.00,65.53,,
L1426,293876.84,5329991.09,216.09,162.14,60.00,8.76,,
L14260,294999.81,5330966.36,-73.32,361.14,-20.00,61.87,,
L14261,295038.83,5330977.91,-79.48,4.14,20.00,62.17,No_Litho,
L14262,295038.83,5330977.97,-80.48,361.14,-15.00,61.87,No_Litho,
L14263,294721.15,5330894.92,-31.97,183.14,88.00,91.74,,
L14264,294681.46,5330747.61,212.86,329.14,-22.00,79.55,,
L14265,294681.53,5330747.43,212.60,330.14,-30.00,85.95,,
L14266,294684.25,5330738.70,215.57,181.14,51.00,60.96,,
L14267,294684.17,5330738.64,212.86,184.14,-43.00,92.04,,
L14268,294684.24,5330739.96,212.70,18.14,-90.00,75.89,,
L14269,295035.80,5331002.05,-46.44,3.14,0.00,46.32,No_Litho,
L1427,293876.40,5329992.52,213.44,342.14,-60.00,8.99,,
L14270,295035.52,5331001.11,-45.24,3.14,64.00,79.24,No_Litho,
L14271,295046.11,5331004.82,-127.42,3.14,0.00,30.48,No_Litho,
L14272,295045.17,5330997.40,-125.97,3.14,85.00,33.22,No_Litho,
L14273,295045.00,5330997.14,-128.83,183.14,-87.00,19.20,No_Litho,
L14274,295063.22,5331001.05,-96.35,183.14,-87.00,19.20,No_Litho,
L14275,294989.94,5330888.13,86.68,3.14,-43.00,89.61,,
L14276,295062.77,5331005.26,-94.98,3.14,0.00,31.39,No_Litho,
L14277,294851.75,5330923.16,-126.12,352.14,-45.00,153.31,No_Litho,
L14278,294904.54,5330893.69,33.57,362.14,-66.00,42.67,,
L14279,294904.52,5330893.34,36.16,16.14,79.00,28.34,,
L1428,293880.52,5329981.69,210.30,162.14,60.00,9.14,,
L14280,294904.80,5330891.49,35.79,179.14,37.00,43.46,,
L14281,294904.86,5330891.24,33.93,179.14,-28.00,91.98,,
L14282,295046.02,5331004.68,-128.41,3.14,-32.00,74.31,No_Litho,
L14283,295001.75,5330986.53,-124.97,3.14,-39.00,138.31,,
L14284,294625.80,5330813.91,195.03,183.14,-67.00,16.76,,
L14285,294625.84,5330813.13,195.77,183.14,-23.00,25.60,,
L14286,294625.84,5330813.15,196.99,183.14,26.00,24.38,,
L14287,294625.75,5330814.22,198.09,183.14,82.00,16.45,No_Assay,
L14288,294826.73,5330916.47,231.15,181.14,-43.00,143.25,,
L14289,294826.70,5330917.31,231.23,180.14,-62.00,110.42,,
L1429,293880.13,5329982.77,208.32,342.14,-60.00,9.44,,
L14290,294849.75,5330914.68,234.16,181.14,-37.00,137.16,,
L14291,294849.70,5330915.04,234.08,183.14,-51.00,109.72,,
L14292,294849.74,5330915.75,233.96,174.14,-80.00,92.04,No_Litho,
L14293,294721.55,5330894.02,-32.12,183.14,62.00,85.64,,
L14294,294721.24,5330895.30,-32.07,3.14,66.00,76.50,,
L14295,294728.94,5330897.91,-32.24,3.14,46.00,121.92,,
L14296,294744.54,5330901.26,-31.74,183.14,86.00,110.64,No_Litho,
L14297,294744.60,5330900.87,-31.86,183.14,67.00,110.03,No_Litho,
L14298,294743.87,5330900.13,-32.25,183.14,48.00,122.52,No_Litho,
L14299,295050.95,5331001.24,-92.07,352.14,-52.00,65.07,,
L143,294148.56,5330293.93,154.12,7.14,0.00,42.67,No_Litho,
L1430,293883.84,5329971.26,206.15,162.14,60.00,9.14,,
L14300,295050.98,5331000.49,-89.98,347.14,84.00,57.91,,
L14301,295047.49,5331002.16,-90.78,362.14,0.00,19.81,,
L14302,295051.05,5331000.32,-92.08,143.14,-85.00,21.33,,
L14303,295037.03,5330996.65,-90.01,11.14,85.00,38.40,No_Litho,
L14304,295037.13,5330997.03,-92.39,361.14,-65.00,76.80,No_Litho,
L14305,295037.10,5330996.53,-92.39,3.14,-89.00,31.69,No_Litho,
L14306,295017.74,5330998.37,-89.60,341.14,86.00,36.88,No_Litho,
L14307,295017.74,5330998.24,-91.91,194.14,-87.00,49.98,No_Litho,
L14308,295002.07,5330999.19,-90.55,3.14,84.00,53.34,,
L14309,295002.12,5331000.08,-90.84,360.14,39.00,37.49,,
L1431,293883.47,5329972.30,204.02,342.14,-60.00,8.99,,
L14310,295002.21,5330999.00,-92.90,153.14,-84.00,25.60,,
L14311,294986.27,5331001.96,-78.64,3.14,79.00,38.40,No_Litho,
L14312,294986.27,5331001.96,-92.97,183.14,-82.00,24.07,No_Litho,
L14313,294519.44,5330832.35,-33.06,3.14,24.00,184.09,No_Litho,
L14314,294503.65,5330826.86,-33.14,3.14,22.00,183.48,,
L14315,294502.73,5330825.43,-32.29,3.14,90.00,60.96,,
L14316,294503.83,5330824.61,-32.71,183.14,45.00,77.11,No_Assay,
L14317,294503.90,5330824.44,-33.67,183.14,0.00,184.40,,
L14318,294503.90,5330824.53,-34.39,183.14,-39.00,152.70,,
L14319,294503.96,5330825.54,-34.74,3.14,-90.00,92.04,,
L1432,294211.17,5330311.81,-96.90,3.14,0.00,48.63,No_Litho,
L14320,294503.64,5330826.63,-34.37,3.14,-45.00,122.52,,
L14321,294487.16,5330821.24,-33.16,3.14,25.00,183.48,No_Litho,
L14322,294713.72,5330891.68,-32.22,183.14,44.00,122.52,,
L14323,294713.81,5330891.93,-32.11,183.14,56.00,110.64,,
L14324,294729.06,5330895.93,-32.31,183.14,48.00,138.07,,
L14325,294743.57,5330900.24,-32.43,183.14,40.00,131.36,No_Litho,
L14326,294759.16,5330904.85,-31.96,183.14,45.00,137.46,No_Litho,
L14327,294775.38,5330909.73,-32.28,183.14,35.00,152.70,,
L14328,294775.39,5330909.82,-32.05,183.14,45.00,152.40,,
L14329,294775.39,5330909.99,-31.88,183.14,55.00,110.03,,
L1433,294211.09,5330309.44,-96.90,183.14,0.00,36.14,No_Litho,
L14330,294580.40,5330908.34,23.67,146.14,-44.00,82.90,,
L14331,295317.00,5330937.64,-135.22,3.14,80.00,64.61,No_Litho,
L14332,295317.00,5330937.69,-138.03,3.14,-56.00,85.64,No_Litho,
L14333,295317.22,5330936.13,-135.35,183.14,55.00,70.10,No_Litho,
L14334,295318.36,5330936.14,-138.03,187.31,-80.00,73.15,No_Litho,
L14335,295340.09,5330921.83,-138.54,10.67,-30.00,87.17,No_Litho,
L14336,295340.51,5330921.14,-138.84,3.14,-52.00,92.35,No_Litho,
L14337,295341.15,5330920.18,-135.73,3.14,65.00,61.87,No_Litho,
L14338,295340.33,5330917.79,-138.99,183.14,-80.00,69.79,No_Litho,
L14339,295341.09,5330917.86,-135.84,183.14,65.00,61.87,No_Litho,
L1434,294197.64,5330315.76,-96.87,3.14,0.00,23.01,,
L14340,295009.50,5331012.18,-38.74,3.14,-79.00,48.76,,
L14341,295009.57,5331012.14,-36.66,3.14,80.00,55.47,,
L14342,295009.60,5331012.64,-36.71,3.14,55.00,18.59,,
L14343,295025.05,5331018.83,-35.90,3.14,73.00,10.05,No_Litho,
L14344,295025.38,5331017.79,-38.73,183.14,-80.00,66.44,No_Litho,
L14345,295041.90,5331020.01,-36.75,3.14,75.00,67.66,No_Litho,
L14346,295040.93,5331018.92,-38.45,183.14,-80.00,60.96,No_Litho,
L14347,294674.06,5330879.67,-32.51,183.14,47.00,101.19,,
L14348,294674.07,5330879.81,-32.34,183.14,58.00,76.80,,
L14349,294691.20,5330884.64,-32.41,183.14,42.00,92.04,,
L1435,294192.78,5330291.12,-96.99,3.14,0.00,21.18,,
L14350,294713.85,5330891.38,-32.41,183.14,33.00,117.04,,
L14351,294729.29,5330895.94,-32.47,183.14,40.00,116.43,,
L14352,294526.59,5330834.57,-33.10,3.14,23.00,183.79,,
L14353,295053.45,5331021.86,-36.18,3.14,75.00,67.66,,
L14354,295052.16,5331020.66,-38.00,183.14,-80.00,14.63,,
L14355,295317.94,5330938.15,-137.55,3.36,-40.00,55.16,No_Litho,
L14356,295317.95,5330938.25,-137.29,8.18,-30.00,70.40,No_Litho,
L14357,295339.95,5330922.09,-138.24,4.77,-23.00,85.64,No_Litho,
L14358,295339.87,5330920.56,-138.99,3.14,-62.00,83.51,No_Litho,
L14359,295339.94,5330921.80,-138.89,4.36,-44.00,106.68,No_Litho,
L1436,294044.22,5330296.17,-97.08,3.14,-2.00,76.20,No_Litho,
L14360,294580.88,5330851.90,-33.21,183.14,82.00,67.36,,
L14361,294581.78,5330851.66,-32.40,183.14,53.00,76.80,,
L14362,294612.93,5330861.53,-32.16,183.14,67.00,76.80,No_Litho,
L14363,294643.48,5330870.23,-32.33,183.14,42.00,92.04,,
L14364,294643.50,5330870.59,-32.37,183.14,62.00,73.15,,
L14365,294911.50,5330949.44,-215.53,3.14,45.00,152.70,,
L14366,295091.81,5330979.67,-215.46,10.87,38.00,137.46,,
L14367,295122.30,5330979.05,-215.35,4.66,38.00,121.92,No_Litho,
L14368,295152.51,5330978.81,-214.69,3.14,38.00,137.76,,
L14369,294618.46,5330909.29,32.26,3.14,77.00,110.94,,
L1437,294044.05,5330292.85,-97.08,183.14,0.00,24.23,No_Litho,
L14370,294618.35,5330907.40,32.29,183.14,45.00,122.52,,
L14371,294576.61,5330910.20,27.54,183.14,55.00,138.37,,
L14372,294576.71,5330909.23,23.76,3.14,-80.00,92.04,,
L14373,294576.40,5330911.93,27.62,3.14,80.00,122.83,,
L14374,294580.09,5330958.31,30.35,3.14,80.00,122.52,,
L14375,294614.67,5330901.64,28.08,183.14,-58.00,71.93,,
L14376,295152.84,5330977.85,-217.33,3.14,-78.00,91.74,No_Litho,
L14377,295152.57,5330975.67,-214.93,183.14,40.00,137.16,No_Litho,
